index,isVul,category,filename
510,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_341_(0_True_15_竞态).js
511,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_342_(0_True_1_传递到字段上).js
512,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_343_(0_True_2_传递到函数).js
513,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_344_(0_True_3_if语句).js
514,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_345_(0_True_4_switch语句).js
515,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_346_(0_True_5_Map).js
516,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_347_(0_True_6_Map_遍历_key_value).js
517,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_348_(0_True_7_Map_遍历_key).js
518,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_349_(0_True_8_Array).js
519,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcase_350_(0_True_9_Array_遍历_index_for_of).js
520,True,污染注入类,unit\污染注入类\客户端模板注入\客户端模板注入\testcode0.js
521,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_351_(0_False_10_竞态).js
522,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_352_(0_False_1_传递到函数).js
523,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_353_(0_False_2_if语句).js
524,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_354_(0_False_3_switch语句).js
525,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_355_(0_False_4_Map).js
526,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_356_(0_False_5_Array).js
527,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_357_(0_False_6_try_catch_在_try_块中传递污染数据).js
528,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_358_(0_False_7_在_catch_中意外传递污染数据).js
529,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_359_(0_False_8_通过_finally_块传递).js
530,False,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_360_(0_False_9_async_await).js
531,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_361_(0_True_10_Array_遍历_forEach_map_reduce).js
532,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_362_(0_True_11_try_catch_在_try_块中传递污染数据).js
533,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_363_(0_True_12_在_catch_中意外传递污染数据).js
534,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_364_(0_True_13_通过_finally_块传递).js
535,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_365_(0_True_14_async_await).js
536,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_366_(0_True_15_竞态).js
537,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_367_(0_True_1_传递到字段上).js
538,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_368_(0_True_2_传递到函数).js
539,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_369_(0_True_3_if语句).js
540,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_370_(0_True_4_switch语句).js
541,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_371_(0_True_5_Map).js
542,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_372_(0_True_6_Map_遍历_key_value).js
543,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_373_(0_True_7_Map_遍历_key).js
544,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_374_(0_True_8_Array).js
545,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcase_375_(0_True_9_Array_遍历_index_for_of).js
546,True,污染注入类,unit\污染注入类\客户端模板注入\服务器端模板注入（Server-Side_Template_Injection）\testcode0.js
547,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_376_(0_False_10_竞态).js
548,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_377_(0_False_1_传递到函数).js
549,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_378_(0_False_2_if语句).js
550,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_379_(0_False_3_switch语句).js
551,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_380_(0_False_4_Map).js
552,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_381_(0_False_5_Array).js
553,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_382_(0_False_6_try_catch_在_try_块中传递污染数据).js
554,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_383_(0_False_7_在_catch_中意外传递污染数据).js
555,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_384_(0_False_8_通过_finally_块传递).js
556,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_385_(0_False_9_async_await).js
557,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_386_(0_True_10_Array_遍历_forEach_map_reduce).js
558,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_387_(0_True_11_try_catch_在_try_块中传递污染数据).js
559,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_388_(0_True_12_在_catch_中意外传递污染数据).js
560,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_389_(0_True_13_通过_finally_块传递).js
561,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_390_(0_True_14_async_await).js
562,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_391_(0_True_15_竞态).js
563,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_392_(0_True_1_传递到字段上).js
564,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_393_(0_True_2_传递到函数).js
565,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_394_(0_True_3_if语句).js
566,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_395_(0_True_4_switch语句).js
567,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_396_(0_True_5_Map).js
568,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_397_(0_True_6_Map_遍历_key_value).js
569,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_398_(0_True_7_Map_遍历_key).js
570,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_399_(0_True_8_Array).js
571,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_400_(0_True_9_Array_遍历_index_for_of).js
572,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_401_(1_False_10_竞态).js
573,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_402_(1_False_1_传递到函数).js
574,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_403_(1_False_2_if语句).js
575,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_404_(1_False_3_switch语句).js
576,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_405_(1_False_4_Map).js
577,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_406_(1_False_5_Array).js
578,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_407_(1_False_6_try_catch_在_try_块中传递污染数据).js
579,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_408_(1_False_7_在_catch_中意外传递污染数据).js
580,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_409_(1_False_8_通过_finally_块传递).js
581,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_410_(1_False_9_async_await).js
582,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_411_(1_True_10_Array_遍历_forEach_map_reduce).js
583,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_412_(1_True_11_try_catch_在_try_块中传递污染数据).js
584,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_413_(1_True_12_在_catch_中意外传递污染数据).js
585,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_414_(1_True_13_通过_finally_块传递).js
586,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_415_(1_True_14_async_await).js
587,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_416_(1_True_15_竞态).js
588,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_417_(1_True_1_传递到字段上).js
589,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_418_(1_True_2_传递到函数).js
590,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_419_(1_True_3_if语句).js
591,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_420_(1_True_4_switch语句).js
592,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_421_(1_True_5_Map).js
593,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_422_(1_True_6_Map_遍历_key_value).js
594,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_423_(1_True_7_Map_遍历_key).js
595,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_424_(1_True_8_Array).js
596,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_425_(1_True_9_Array_遍历_index_for_of).js
597,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_51_(2_False_10_竞态).js
598,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_52_(2_False_1_传递到函数).js
599,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_53_(2_False_2_if语句).js
600,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_54_(2_False_3_switch语句).js
601,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_55_(2_False_4_Map).js
602,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_56_(2_False_5_Array).js
603,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_57_(2_False_6_try_catch_在_try_块中传递污染数据).js
604,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_58_(2_False_7_在_catch_中意外传递污染数据).js
605,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_59_(2_False_8_通过_finally_块传递).js
606,False,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_60_(2_False_9_async_await).js
607,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_61_(2_True_10_Array_遍历_forEach_map_reduce).js
608,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_62_(2_True_11_try_catch_在_try_块中传递污染数据).js
609,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_63_(2_True_12_在_catch_中意外传递污染数据).js
610,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_64_(2_True_13_通过_finally_块传递).js
611,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_65_(2_True_14_async_await).js
612,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_66_(2_True_15_竞态).js
613,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_67_(2_True_1_传递到字段上).js
614,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_68_(2_True_2_传递到函数).js
615,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_69_(2_True_3_if语句).js
616,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_70_(2_True_4_switch语句).js
617,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_71_(2_True_5_Map).js
618,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_72_(2_True_6_Map_遍历_key_value).js
619,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_73_(2_True_7_Map_遍历_key).js
620,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_74_(2_True_8_Array).js
621,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcase_75_(2_True_9_Array_遍历_index_for_of).js
622,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcode0.js
623,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcode1.js
624,True,污染注入类,unit\污染注入类\对象注入\JavaScript_原型污染\testcode2.js
625,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_426_(0_False_10_竞态).js
626,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_427_(0_False_1_传递到函数).js
627,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_428_(0_False_2_if语句).js
628,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_429_(0_False_3_switch语句).js
629,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_430_(0_False_4_Map).js
630,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_431_(0_False_5_Array).js
631,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_432_(0_False_6_try_catch_在_try_块中传递污染数据).js
632,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_433_(0_False_7_在_catch_中意外传递污染数据).js
633,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_434_(0_False_8_通过_finally_块传递).js
634,False,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_435_(0_False_9_async_await).js
635,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_436_(0_True_10_Array_遍历_forEach_map_reduce).js
636,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_437_(0_True_11_try_catch_在_try_块中传递污染数据).js
637,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_438_(0_True_12_在_catch_中意外传递污染数据).js
638,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_439_(0_True_13_通过_finally_块传递).js
639,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_440_(0_True_14_async_await).js
640,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_441_(0_True_15_竞态).js
641,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_442_(0_True_1_传递到字段上).js
642,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_443_(0_True_2_传递到函数).js
643,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_444_(0_True_3_if语句).js
644,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_445_(0_True_4_switch语句).js
645,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_446_(0_True_5_Map).js
646,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_447_(0_True_6_Map_遍历_key_value).js
647,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_448_(0_True_7_Map_遍历_key).js
648,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_449_(0_True_8_Array).js
649,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcase_450_(0_True_9_Array_遍历_index_for_of).js
650,True,污染注入类,unit\污染注入类\对象注入\JavaScript_构造函数污染\testcode0.js
651,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_451_(0_False_10_竞态).js
652,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_452_(0_False_1_传递到函数).js
653,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_453_(0_False_2_if语句).js
654,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_454_(0_False_3_switch语句).js
655,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_455_(0_False_4_Map).js
656,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_456_(0_False_5_Array).js
657,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_457_(0_False_6_try_catch_在_try_块中传递污染数据).js
658,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_458_(0_False_7_在_catch_中意外传递污染数据).js
659,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_459_(0_False_8_通过_finally_块传递).js
660,False,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_460_(0_False_9_async_await).js
661,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_461_(0_True_10_Array_遍历_forEach_map_reduce).js
662,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_462_(0_True_11_try_catch_在_try_块中传递污染数据).js
663,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_463_(0_True_12_在_catch_中意外传递污染数据).js
664,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_464_(0_True_13_通过_finally_块传递).js
665,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_465_(0_True_14_async_await).js
666,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_466_(0_True_15_竞态).js
667,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_467_(0_True_1_传递到字段上).js
668,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_468_(0_True_2_传递到函数).js
669,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_469_(0_True_3_if语句).js
670,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_470_(0_True_4_switch语句).js
671,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_471_(0_True_5_Map).js
672,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_472_(0_True_6_Map_遍历_key_value).js
673,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_473_(0_True_7_Map_遍历_key).js
674,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_474_(0_True_8_Array).js
675,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcase_475_(0_True_9_Array_遍历_index_for_of).js
676,True,污染注入类,unit\污染注入类\拒绝服务\拒绝服务（Denial_of_Service）\testcode0.js
677,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_100_(1_True_9_Array_遍历_index_for_of).js
678,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_476_(0_False_10_竞态).js
679,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_477_(0_False_1_传递到函数).js
680,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_478_(0_False_2_if语句).js
681,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_479_(0_False_3_switch语句).js
682,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_480_(0_False_4_Map).js
683,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_481_(0_False_5_Array).js
684,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_482_(0_False_6_try_catch_在_try_块中传递污染数据).js
685,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_483_(0_False_7_在_catch_中意外传递污染数据).js
686,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_484_(0_False_8_通过_finally_块传递).js
687,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_485_(0_False_9_async_await).js
688,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_486_(0_True_10_Array_遍历_forEach_map_reduce).js
689,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_487_(0_True_11_try_catch_在_try_块中传递污染数据).js
690,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_488_(0_True_12_在_catch_中意外传递污染数据).js
691,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_489_(0_True_13_通过_finally_块传递).js
692,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_490_(0_True_14_async_await).js
693,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_491_(0_True_15_竞态).js
694,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_492_(0_True_1_传递到字段上).js
695,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_493_(0_True_2_传递到函数).js
696,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_494_(0_True_3_if语句).js
697,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_495_(0_True_4_switch语句).js
698,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_496_(0_True_5_Map).js
699,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_497_(0_True_6_Map_遍历_key_value).js
700,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_498_(0_True_7_Map_遍历_key).js
701,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_499_(0_True_8_Array).js
702,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_500_(0_True_9_Array_遍历_index_for_of).js
703,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_76_(1_False_10_竞态).js
704,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_77_(1_False_1_传递到函数).js
705,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_78_(1_False_2_if语句).js
706,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_79_(1_False_3_switch语句).js
707,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_80_(1_False_4_Map).js
708,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_81_(1_False_5_Array).js
709,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_82_(1_False_6_try_catch_在_try_块中传递污染数据).js
710,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_83_(1_False_7_在_catch_中意外传递污染数据).js
711,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_84_(1_False_8_通过_finally_块传递).js
712,False,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_85_(1_False_9_async_await).js
713,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_86_(1_True_10_Array_遍历_forEach_map_reduce).js
714,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_87_(1_True_11_try_catch_在_try_块中传递污染数据).js
715,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_88_(1_True_12_在_catch_中意外传递污染数据).js
716,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_89_(1_True_13_通过_finally_块传递).js
717,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_90_(1_True_14_async_await).js
718,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_91_(1_True_15_竞态).js
719,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_92_(1_True_1_传递到字段上).js
720,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_93_(1_True_2_传递到函数).js
721,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_94_(1_True_3_if语句).js
722,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_95_(1_True_4_switch语句).js
723,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_96_(1_True_5_Map).js
724,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_97_(1_True_6_Map_遍历_key_value).js
725,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_98_(1_True_7_Map_遍历_key).js
726,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcase_99_(1_True_8_Array).js
727,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcode0.js
728,True,污染注入类,unit\污染注入类\拒绝服务\正则型拒绝服务（Regular_Expression）\testcode1.js
729,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_501_(0_False_10_竞态).js
730,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_502_(0_False_1_传递到函数).js
731,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_503_(0_False_2_if语句).js
732,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_504_(0_False_3_switch语句).js
733,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_505_(0_False_4_Map).js
